"Event","Phylum","Subphylum","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Genus","Species","Det_level","base_name","known_class","longlab"
"CLBJ03220160914","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus veletis","Species","Gryllus veletis","Orthoptera","Arthropoda_Insecta_Orthoptera"
"CLBJ03220160914","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus pennsylvanicus","Species","Gryllus pennsylvanicus","Orthoptera","Arthropoda_Insecta_Orthoptera"
"CLBJ03220160914","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Lycosoidea","Lycosidae","NULL","Pardosa","Pardosa alacris","Species","Pardosa alacris","Araneae","Arthropoda_Arachnida_Araneae"
"CLBJ03220160914","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneuroptera","Blattodea","NULL","NULL","Blattoidea","Ectobiidae","Blattellinae","Parcoblatta","Parcoblatta pensylvanica","Species","Parcoblatta pensylvanica","Blattodea","Arthropoda_Insecta_Blattodea"
"CLBJ03220160914","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Polyphaga","Cucujiformia","Tenebrionoidea","Tenebrionidae","Tenebrioninae","Eleodes","Eleodes extricatus","Species","Eleodes extricatus","Coleoptera","Arthropoda_Insecta_Coleoptera"
"CPER00220160714","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus veletis","Species","Gryllus veletis","Orthoptera","Arthropoda_Insecta_Orthoptera"
"CPER00220160714","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Aedes","Aedes vexans","Species","Aedes vexans","Diptera","Arthropoda_Insecta_Diptera"
"CPER00220160714","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Culex","Culex salinarius","Species","Culex salinarius","Diptera","Arthropoda_Insecta_Diptera"
"CPER00220160714","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Lycosoidea","Lycosidae","NULL","Schizocosa","Schizocosa ocreata","Species","Schizocosa ocreata","Araneae","Arthropoda_Arachnida_Araneae"
"CPER00220160714","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus rubens","Species","Gryllus rubens","Orthoptera","Arthropoda_Insecta_Orthoptera"
"CPER00520160505","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Bibionomorpha","Sciaroidea","Sciaridae","indet.","indet.","indet.","Family","Sciaridae","Diptera","Arthropoda_Insecta_Diptera"
"CPER00520160505","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus veletis","Species","Gryllus veletis","Orthoptera","Arthropoda_Insecta_Orthoptera"
"CPER00520160714","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Polyphaga","Cucujiformia","Tenebrionoidea","Tenebrionidae","Tenebrioninae","Eleodes","Eleodes fusiformis","Species","Eleodes fusiformis","Coleoptera","Arthropoda_Insecta_Coleoptera"
"CPER00520160714","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus veletis","Species","Gryllus veletis","Orthoptera","Arthropoda_Insecta_Orthoptera"
"CPER00520160714","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","NULL","Corinnidae","NULL","Castianeira","Castianeira walsinghami","Species","Castianeira walsinghami","Araneae","Arthropoda_Arachnida_Araneae"
"CPER00520160922","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus veletis","Species","Gryllus veletis","Orthoptera","Arthropoda_Insecta_Orthoptera"
"CPER00520160922","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","NULL","Corinnidae","NULL","Castianeira","Castianeira walsinghami","Species","Castianeira walsinghami","Araneae","Arthropoda_Arachnida_Araneae"
"CPER00520160922","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Polyphaga","Cucujiformia","Tenebrionoidea","Tenebrionidae","Tenebrioninae","Eleodes","Eleodes fusiformis","Species","Eleodes fusiformis","Coleoptera","Arthropoda_Insecta_Coleoptera"
"CPER00520160922","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Aedes","Aedes vexans","Species","Aedes vexans","Diptera","Arthropoda_Insecta_Diptera"
"CPER00520160922","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus rubens","Species","Gryllus rubens","Orthoptera","Arthropoda_Insecta_Orthoptera"
"CPER00520160922","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Bibionomorpha","Sciaroidea","Sciaridae","indet.","indet.","indet.","Family","Sciaridae","Diptera","Arthropoda_Insecta_Diptera"
"CPER00520160922","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","NULL","Amaurobiidae","NULL","Callobius","Callobius nomeus","Species","Callobius nomeus","Araneae","Arthropoda_Arachnida_Araneae"
"DEJU00320160720","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Brachycera","Muscomorpha","Muscoidea","Fanniidae","NULL","Fannia","Fannia spathiophora","Species","Fannia spathiophora","Diptera","Arthropoda_Insecta_Diptera"
"DEJU00320160720","Arthropoda","Chelicerata","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Brachypylina","Gustavioidea","Ceratoppiidae","NULL","Ceratoppia","Ceratoppia quadridentata","Species","Ceratoppia quadridentata","Acari","Arthropoda_Arachnida_Acari"
"DEJU00320160817","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Lycosoidea","Lycosidae","NULL","Pardosa","Pardosa moesta","Species","Pardosa moesta","Araneae","Arthropoda_Arachnida_Araneae"
"DEJU00320160817","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Bibionomorpha","Sciaroidea","Sciaridae","NULL","Dichopygina","Dichopygina bernhardi","Species","Dichopygina bernhardi","Diptera","Arthropoda_Insecta_Diptera"
"DEJU00320160817","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Dictynoidea","Hahniidae","NULL","Hahnia","Hahnia glacialis","Species","Hahnia glacialis","Araneae","Arthropoda_Arachnida_Araneae"
"DEJU00320160817","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Lycosoidea","Lycosidae","NULL","Pardosa","Pardosa uintana","Species","Pardosa uintana","Araneae","Arthropoda_Arachnida_Araneae"
"DEJU00320160817","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Aedes","Aedes vexans","Species","Aedes vexans","Diptera","Arthropoda_Insecta_Diptera"
"DEJU00320160817","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Brachycera","Muscomorpha","Muscoidea","Fanniidae","NULL","Fannia","Fannia spathiophora","Species","Fannia spathiophora","Diptera","Arthropoda_Insecta_Diptera"
"DEJU00320160817","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Culex","Culex salinarius","Species","Culex salinarius","Diptera","Arthropoda_Insecta_Diptera"
"DEJU00320160831","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Tipulomorpha","Tipuloidea","Limoniidae","Limoniinae","Dicranomyia","Dicranomyia murina","Species","Dicranomyia murina","Diptera","Arthropoda_Insecta_Diptera"
"DEJU00320160831","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Bibionomorpha","Sciaroidea","Mycetophilidae","Mycetophilinae","Exechia","Exechia contaminata","Species","Exechia contaminata","Diptera","Arthropoda_Insecta_Diptera"
"DEJU00320160831","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Bibionomorpha","Sciaroidea","Sciaridae","NULL","Dichopygina","Dichopygina bernhardi","Species","Dichopygina bernhardi","Diptera","Arthropoda_Insecta_Diptera"
"DEJU00320160831","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Brachycera","Muscomorpha","Muscoidea","Fanniidae","NULL","Fannia","Fannia spathiophora","Species","Fannia spathiophora","Diptera","Arthropoda_Insecta_Diptera"
"DEJU02120160720","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","NULL","Gnaphosidae","NULL","Gnaphosa","Gnaphosa microps","Species","Gnaphosa microps","Araneae","Arthropoda_Arachnida_Araneae"
"DEJU02120160720","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Brachycera","Muscomorpha","Platypezoidea","Phoridae","Metopininae","Megaselia","indet.","Genus","Megaselia","Diptera","Arthropoda_Insecta_Diptera"
"DEJU02120160720","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Lycosoidea","Lycosidae","NULL","Pardosa","Pardosa uintana","Species","Pardosa uintana","Araneae","Arthropoda_Arachnida_Araneae"
"DEJU02120160720","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","Chironomoidea","Ceratopogonidae","Forcipomyiinae","Forcipomyia","indet.","Genus","Forcipomyia","Diptera","Arthropoda_Insecta_Diptera"
"DEJU02120160720","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Brachycera","Muscomorpha","Muscoidea","Fanniidae","NULL","Fannia","Fannia spathiophora","Species","Fannia spathiophora","Diptera","Arthropoda_Insecta_Diptera"
"DEJU02120160720","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Culex","Culex salinarius","Species","Culex salinarius","Diptera","Arthropoda_Insecta_Diptera"
"DEJU02120160720","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Aedes","Aedes vexans","Species","Aedes vexans","Diptera","Arthropoda_Insecta_Diptera"
"DEJU02120160720","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Tipulomorpha","Tipuloidea","Limoniidae","Limoniinae","Dicranomyia","Dicranomyia murina","Species","Dicranomyia murina","Diptera","Arthropoda_Insecta_Diptera"
"DEJU02120160720","Arthropoda","Chelicerata","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Brachypylina","Gustavioidea","Ceratoppiidae","NULL","Ceratoppia","Ceratoppia quadridentata","Species","Ceratoppia quadridentata","Acari","Arthropoda_Arachnida_Acari"
"DEJU02120160720","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Araneoidea","Linyphiidae","NULL","Hackmania","Hackmania prominula","Species","Hackmania prominula","Araneae","Arthropoda_Arachnida_Araneae"
"DEJU02120160817","Arthropoda","Chelicerata","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Brachypylina","Eremaeoidea","Eremaeidae","indet.","indet.","indet.","Family","Eremaeidae","Acari","Arthropoda_Arachnida_Acari"
"DEJU02120160817","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Aedes","Aedes vexans","Species","Aedes vexans","Diptera","Arthropoda_Insecta_Diptera"
"DEJU02120160817","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","NULL","Amaurobiidae","NULL","Arctobius","Arctobius agelenoides","Species","Arctobius agelenoides","Araneae","Arthropoda_Arachnida_Araneae"
"DEJU02120160817","Arthropoda","Chelicerata","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Brachypylina","Gustavioidea","Ceratoppiidae","NULL","Ceratoppia","Ceratoppia quadridentata","Species","Ceratoppia quadridentata","Acari","Arthropoda_Arachnida_Acari"
"DEJU02120160817","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Culex","Culex salinarius","Species","Culex salinarius","Diptera","Arthropoda_Insecta_Diptera"
"DEJU02120160831","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Lycosoidea","Lycosidae","NULL","Pardosa","Pardosa uintana","Species","Pardosa uintana","Araneae","Arthropoda_Arachnida_Araneae"
"DEJU02120160831","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Bibionomorpha","Sciaroidea","Mycetophilidae","Sciophilinae","Mycomya","Mycomya humida","Species","Mycomya humida","Diptera","Arthropoda_Insecta_Diptera"
"DEJU02120160831","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Culex","Culex salinarius","Species","Culex salinarius","Diptera","Arthropoda_Insecta_Diptera"
"DEJU02120160831","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Araneoidea","Linyphiidae","NULL","Lepthyphantes","Lepthyphantes alpinus","Species","Lepthyphantes alpinus","Araneae","Arthropoda_Arachnida_Araneae"
"DEJU02120160831","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Aedes","Aedes vexans","Species","Aedes vexans","Diptera","Arthropoda_Insecta_Diptera"
"DEJU02120160831","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Lycosoidea","Lycosidae","NULL","Pardosa","Pardosa moesta","Species","Pardosa moesta","Araneae","Arthropoda_Arachnida_Araneae"
"DEJU02120160831","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Lycosoidea","Lycosidae","NULL","Pirata","Pirata alachuus","Species","Pirata alachuus","Araneae","Arthropoda_Arachnida_Araneae"
"DELA00620160426","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Adephaga","NULL","Caraboidea","Carabidae","Harpalinae","Amara","Amara interstitialis","Species","Amara interstitialis","Coleoptera","Arthropoda_Insecta_Coleoptera"
"DELA00620160426","Arthropoda","Hexapoda","Insecta","Dicondylia","NULL","Coleoptera","Polyphaga","Cucujiformia","Cucujoidea","Nitidulidae","Carpophilinae","Epuraea","indet.","Genus","Epuraea","Coleoptera","Arthropoda_Insecta_Coleoptera"
"DELA00620160426","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Lycosoidea","Lycosidae","NULL","Pirata","Pirata alachuus","Species","Pirata alachuus","Araneae","Arthropoda_Arachnida_Araneae"
"DELA00620160426","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Araneoidea","Linyphiidae","NULL","Agyneta","Agyneta micaria","Species","Agyneta micaria","Araneae","Arthropoda_Arachnida_Araneae"
"DELA00620160426","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Culex","Culex salinarius","Species","Culex salinarius","Diptera","Arthropoda_Insecta_Diptera"
"DELA00620160426","Arthropoda","Hexapoda","Collembola","NULL","NULL","Collembola","Entomobryomorpha","NULL","Entomobryoidea","Entomobryidae","Entomobryinae","Homidia","Homidia sinensis","Species","Homidia sinensis","Collembola","Arthropoda_Collembola_Collembola"
"DELA00620160705","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Velarifictorus","Velarifictorus micado","Species","Velarifictorus micado","Orthoptera","Arthropoda_Insecta_Orthoptera"
"DELA00620160705","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Polyphaga","Cucujiformia","Chrysomeloidea","Cerambycidae","Disteniinae","Elytrimitatrix","Elytrimitatrix undata","Species","Elytrimitatrix undata","Coleoptera","Arthropoda_Insecta_Coleoptera"
"DELA00620160705","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Lepidoptera","Glossata","Neolepidoptera","Bombycoidea","Saturniidae","Saturniinae","Dryocampa","Dryocampa rubicunda","Species","Dryocampa rubicunda","Lepidoptera","Arthropoda_Insecta_Lepidoptera"
"DELA00620160705","Arthropoda","Hexapoda","Collembola","NULL","NULL","Collembola","Entomobryomorpha","NULL","Entomobryoidea","Entomobryidae","Entomobryinae","Homidia","Homidia sinensis","Species","Homidia sinensis","Collembola","Arthropoda_Collembola_Collembola"
"DELA00620160705","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Culex","Culex salinarius","Species","Culex salinarius","Diptera","Arthropoda_Insecta_Diptera"
"DELA00620160913","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Velarifictorus","Velarifictorus micado","Species","Velarifictorus micado","Orthoptera","Arthropoda_Insecta_Orthoptera"
"DELA00620160913","Annelida","NULL","Clitellata","Oligochaeta","Metagynophora","Opisthopora","Crassiclitellata","NULL","Megascolecoidea","Megascolecidae","NULL","Diplocardia","Diplocardia singularis","Species","Diplocardia singularis","Annelida","Annelida_Annelida_Annelida"
"DELA00620160913","Arthropoda","Hexapoda","Collembola","NULL","NULL","Collembola","Entomobryomorpha","NULL","Entomobryoidea","Entomobryidae","Entomobryinae","Homidia","Homidia sinensis","Species","Homidia sinensis","Collembola","Arthropoda_Collembola_Collembola"
"DELA00620160913","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus rubens","Species","Gryllus rubens","Orthoptera","Arthropoda_Insecta_Orthoptera"
"DELA00620160913","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Lycosoidea","Lycosidae","NULL","Pirata","Pirata alachuus","Species","Pirata alachuus","Araneae","Arthropoda_Arachnida_Araneae"
"DELA00620160913","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Culex","Culex salinarius","Species","Culex salinarius","Diptera","Arthropoda_Insecta_Diptera"
"DELA00620160913","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Lycosoidea","Lycosidae","NULL","Schizocosa","Schizocosa ocreata","Species","Schizocosa ocreata","Araneae","Arthropoda_Arachnida_Araneae"
"DELA00620160913","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Aedes","Aedes vexans","Species","Aedes vexans","Diptera","Arthropoda_Insecta_Diptera"
"DELA01420160426","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Lycosoidea","Lycosidae","NULL","Schizocosa","Schizocosa ocreata","Species","Schizocosa ocreata","Araneae","Arthropoda_Arachnida_Araneae"
"DELA01420160426","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Aedes","Aedes vexans","Species","Aedes vexans","Diptera","Arthropoda_Insecta_Diptera"
"DELA01420160705","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Velarifictorus","Velarifictorus micado","Species","Velarifictorus micado","Orthoptera","Arthropoda_Insecta_Orthoptera"
"DELA01420160705","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Trigonidiidae","Nemobiinae","Eunemobius","Eunemobius carolinus","Species","Eunemobius carolinus","Orthoptera","Arthropoda_Insecta_Orthoptera"
"DELA01420160705","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Araneoidea","Linyphiidae","NULL","Agyneta","Agyneta micaria","Species","Agyneta micaria","Araneae","Arthropoda_Arachnida_Araneae"
"DELA01420160705","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Trigonidiidae","Nemobiinae","Allonemobius","Allonemobius maculatus","Species","Allonemobius maculatus","Orthoptera","Arthropoda_Insecta_Orthoptera"
"DELA01420160705","Arthropoda","Hexapoda","Collembola","NULL","NULL","Collembola","Entomobryomorpha","NULL","Entomobryoidea","Entomobryidae","Entomobryinae","Homidia","Homidia sinensis","Species","Homidia sinensis","Collembola","Arthropoda_Collembola_Collembola"
"DELA01420160705","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Aedes","Aedes vexans","Species","Aedes vexans","Diptera","Arthropoda_Insecta_Diptera"
"DELA01420160705","Arthropoda","Hexapoda","Collembola","NULL","NULL","Collembola","Entomobryomorpha","NULL","Tomoceroidea","Tomoceridae","indet.","indet.","indet.","Family","Tomoceridae","Collembola","Arthropoda_Collembola_Collembola"
"DELA01420160705","Arthropoda","Hexapoda","Insecta","Pterygota","Paraneoptera","Psocodea","Psocomorpha","Epipsocetae","NULL","Epipsocidae","indet.","Bertkauia","Bertkauia crosbyana","Species","Bertkauia crosbyana",NA,"NA_NA_NA"
"DELA01420160705","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Lycosoidea","Lycosidae","NULL","Pirata","Pirata alachuus","Species","Pirata alachuus","Araneae","Arthropoda_Arachnida_Araneae"
"DELA01420160705","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Lycosoidea","Lycosidae","NULL","Schizocosa","Schizocosa ocreata","Species","Schizocosa ocreata","Araneae","Arthropoda_Arachnida_Araneae"
"DELA01420160705","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus veletis","Species","Gryllus veletis","Orthoptera","Arthropoda_Insecta_Orthoptera"
"DELA01420160705","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Culex","Culex salinarius","Species","Culex salinarius","Diptera","Arthropoda_Insecta_Diptera"
"DELA01420160913","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Velarifictorus","Velarifictorus micado","Species","Velarifictorus micado","Orthoptera","Arthropoda_Insecta_Orthoptera"
"DELA01420160913","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Araneoidea","Linyphiidae","NULL","Agyneta","Agyneta micaria","Species","Agyneta micaria","Araneae","Arthropoda_Arachnida_Araneae"
"DELA01420160913","Arthropoda","Hexapoda","Collembola","NULL","NULL","Collembola","Entomobryomorpha","NULL","Tomoceroidea","Tomoceridae","indet.","indet.","indet.","Family","Tomoceridae","Collembola","Arthropoda_Collembola_Collembola"
"DELA01420160913","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Araneoidea","Linyphiidae","Micronetinae","Meioneta","Meioneta serrata","Species","Meioneta serrata","Araneae","Arthropoda_Arachnida_Araneae"
"DELA01420160913","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Trigonidiidae","Nemobiinae","Allonemobius","Allonemobius maculatus","Species","Allonemobius maculatus","Orthoptera","Arthropoda_Insecta_Orthoptera"
"DELA01420160913","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Lycosoidea","Lycosidae","NULL","Schizocosa","Schizocosa ocreata","Species","Schizocosa ocreata","Araneae","Arthropoda_Arachnida_Araneae"
"DELA01420160913","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus veletis","Species","Gryllus veletis","Orthoptera","Arthropoda_Insecta_Orthoptera"
"DELA01420160913","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Culex","Culex salinarius","Species","Culex salinarius","Diptera","Arthropoda_Insecta_Diptera"
"DELA01420160913","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Lycosoidea","Lycosidae","NULL","Pardosa","Pardosa moesta","Species","Pardosa moesta","Araneae","Arthropoda_Arachnida_Araneae"
"GUAN00820160725","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Aedes","Aedes vexans","Species","Aedes vexans","Diptera","Arthropoda_Insecta_Diptera"
"GUAN00820160725","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Culex","Culex salinarius","Species","Culex salinarius","Diptera","Arthropoda_Insecta_Diptera"
"GUAN00820160725","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus veletis","Species","Gryllus veletis","Orthoptera","Arthropoda_Insecta_Orthoptera"
"GUAN00820161003","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Culex","Culex salinarius","Species","Culex salinarius","Diptera","Arthropoda_Insecta_Diptera"
"GUAN00820161003","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Aedes","Aedes vexans","Species","Aedes vexans","Diptera","Arthropoda_Insecta_Diptera"
"GUAN00820161003","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Lycosoidea","Lycosidae","NULL","Pardosa","Pardosa moesta","Species","Pardosa moesta","Araneae","Arthropoda_Arachnida_Araneae"
"GUAN00920160502","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Culex","Culex salinarius","Species","Culex salinarius","Diptera","Arthropoda_Insecta_Diptera"
"GUAN00920160502","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Aedes","Aedes vexans","Species","Aedes vexans","Diptera","Arthropoda_Insecta_Diptera"
