Event,Phylum,Subphylum,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Genus,Species,Det_level
UNDE01720160913,Arthropoda,Hexapoda,Insecta,Pterygota,Paraneoptera,Hemiptera,Heteroptera,Cimicimorpha,Reduvoidea,Reduviidae,Harpactorinae,Empicoris,Empicoris errabundus,Species
UNDE01720160913,Annelida,NULL,Clitellata,Oligochaeta,Metagynophora,Opisthopora,Crassiclitellata,NULL,Lumbricoidea,Lumbricidae,Lumbricinae,Aporrectodea,Aporrectodea caliginosa,Species
WOOD00220160419,Annelida,NULL,Clitellata,Oligochaeta,Metagynophora,Opisthopora,Crassiclitellata,NULL,Lumbricoidea,Lumbricidae,Lumbricinae,Aporrectodea,Aporrectodea caliginosa,Species
WOOD00220160419,Arthropoda,Myriapoda,Diplopoda,Helminthomorpha,NULL,Julida,NULL,NULL,Paeromopodoidea,Julidae,indet.,indet.,indet.,Family
WOOD00220160419,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Entomobryoidea,Entomobryidae,Lepidocyrtinae,Lepidocyrtus,Lepidocyrtus paradoxus,Species
WOOD00220160628,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Entomobryoidea,Entomobryidae,Lepidocyrtinae,Pseudosinella,Pseudosinella octopunctata,Species
WOOD00220160628,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Entomobryoidea,Entomobryidae,Lepidocyrtinae,Lepidocyrtus,Lepidocyrtus paradoxus,Species
WOOD00220160628,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Formicinae,Lasius,Lasius umbratus,Species
WOOD00220160628,Arthropoda,Myriapoda,Diplopoda,Helminthomorpha,NULL,Julida,NULL,NULL,Paeromopodoidea,Julidae,indet.,indet.,indet.,Family
WOOD00220160906,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Entomobryoidea,Entomobryidae,Lepidocyrtinae,Lepidocyrtus,Lepidocyrtus paradoxus,Species
WOOD00220160906,Arthropoda,Myriapoda,Diplopoda,Helminthomorpha,NULL,Julida,NULL,NULL,Paeromopodoidea,Julidae,indet.,indet.,indet.,Family
WOOD00220160906,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Entomobryoidea,Entomobryidae,Lepidocyrtinae,Pseudosinella,Pseudosinella octopunctata,Species
WOOD02320160419,Annelida,NULL,Clitellata,Oligochaeta,Metagynophora,Opisthopora,Crassiclitellata,NULL,Lumbricoidea,Lumbricidae,Lumbricinae,Aporrectodea,Aporrectodea caliginosa,Species
WOOD02320160419,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Entomobryoidea,Entomobryidae,Lepidocyrtinae,Lepidocyrtus,Lepidocyrtus paradoxus,Species
WOOD02320160628,Annelida,NULL,Clitellata,Oligochaeta,Metagynophora,Opisthopora,Crassiclitellata,NULL,Lumbricoidea,Lumbricidae,Lumbricinae,Aporrectodea,Aporrectodea caliginosa,Species
WOOD02320160628,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Entomobryoidea,Entomobryidae,Lepidocyrtinae,Lepidocyrtus,Lepidocyrtus paradoxus,Species
WOOD02320160628,Arthropoda,Myriapoda,Diplopoda,Helminthomorpha,NULL,Julida,NULL,NULL,Paeromopodoidea,Julidae,indet.,indet.,indet.,Family
WOOD02320160906,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Entomobryoidea,Entomobryidae,Lepidocyrtinae,Lepidocyrtus,Lepidocyrtus paradoxus,Species
BLAN00320160428,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Entomobryoidea,Entomobryidae,Lepidocyrtinae,Lepidocyrtus,Lepidocyrtus paradoxus,Species
CPER00220160714,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Schizocosa,Schizocosa mccooki,Species
CPER00520160505,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Cecidomyiidae,indet.,indet.,indet.,Family
CPER00520160714,Mollusca,NULL,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,NULL,NULL,Limacoidea,Limacidae,NULL,Deroceras,Deroceras laeve,Species
CPER00520160714,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneuroptera,Blattodea,NULL,NULL,Blattoidea,indet.,indet.,indet.,indet.,Superfamily
CPER00520160714,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Schizocosa,Schizocosa mccooki,Species
CPER00520160714,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Opiliones,Eupnoi,NULL,Phalangioidea,Sclerosomatidae,Leiobuninae,Leiobunum,Leiobunum vittatum,Species
CPER00520160714,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Velarifictorus,Velarifictorus hemelytrus,Species
CPER00520160714,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Tomoceroidea,Tomoceridae,indet.,indet.,indet.,Family
CPER00520160922,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Myrmicinae,Vollenhovia,Vollenhovia emeryi,Species
CPER00520160922,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Tettigoniidea,Stenopelmatoidea,Rhaphidophoridae,Ceuthophilinae,Udeopsylla,Udeopsylla robusta,Species
DEJU00320160720,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Alopecosa,Alopecosa aculeata,Species
DEJU00320160720,Arthropoda,Hexapoda,Insecta,Pterygota,Paraneoptera,Hemiptera,Sternorrhyncha,Aphidomorpha,Aphidoidea,Aphididae,Calaphidinae,Boernerina,Boernerina occidentalis,Species
DEJU00320160720,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Formicinae,Camponotus,Camponotus sachalinensis,Species
DEJU00320160720,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Formicinae,Formica,Formica neorufibarbis,Species
DEJU00320160720,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Pardosa,Pardosa hyperborea,Species
DEJU00320160720,Mollusca,NULL,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,NULL,NULL,Limacoidea,Limacidae,NULL,Deroceras,Deroceras laeve,Species
DEJU00320160720,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Trombidiformes,Prostigmata,NULL,Erythraeoidea,Erythraeidae,NULL,Leptus,indet.,Genus
DEJU00320160817,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Alopecosa,Alopecosa aculeata,Species
DEJU00320160817,Arthropoda,Hexapoda,Insecta,Pterygota,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Lygaeoidea,Rhyparochromidae,Rhyparochrominae,Ligyrocoris,Ligyrocoris sylvestris,Species
DEJU00320160817,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Thomisidae,NULL,Ozyptila,Ozyptila sincera,Species
DEJU00320160817,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Myrmicinae,Vollenhovia,Vollenhovia emeryi,Species
DEJU00320160831,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Alopecosa,Alopecosa aculeata,Species
DEJU00320160831,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Pardosa,Pardosa hyperborea,Species
DEJU00320160831,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Formicinae,Formica,Formica neorufibarbis,Species
DEJU00320160831,Arthropoda,Hexapoda,Insecta,Pterygota,Paraneoptera,Hemiptera,Sternorrhyncha,Aphidomorpha,Aphidoidea,Aphididae,Calaphidinae,Boernerina,Boernerina occidentalis,Species
DEJU00320160831,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Pardosa,Pardosa moesta,Species
DEJU00320160831,Mollusca,NULL,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,NULL,NULL,Limacoidea,Limacidae,NULL,Deroceras,Deroceras laeve,Species
DEJU00320160831,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Entomobryoidea,Entomobryidae,Lepidocyrtinae,Lepidocyrtus,Lepidocyrtus paradoxus,Species
DEJU00320160831,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Pardosa,Pardosa morosa,Species
DEJU02120160720,Arthropoda,Myriapoda,Chilopoda,Pleurostigmophora,NULL,Lithobiomorpha,NULL,NULL,NULL,Lithobiidae,indet.,indet.,indet.,Family
DEJU02120160720,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Alopecosa,Alopecosa aculeata,Species
DEJU02120160720,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Trombidiformes,Prostigmata,NULL,Erythraeoidea,Erythraeidae,NULL,Leptus,indet.,Genus
DEJU02120160720,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Isotomoidea,Isotomidae,indet.,indet.,indet.,Family
DEJU02120160720,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Formicinae,Formica,Formica neorufibarbis,Species
DEJU02120160720,Mollusca,NULL,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,NULL,NULL,Limacoidea,Limacidae,NULL,Deroceras,Deroceras laeve,Species
DEJU02120160817,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Trombidiformes,Prostigmata,NULL,Erythraeoidea,Erythraeidae,NULL,Leptus,indet.,Genus
DEJU02120160817,Arthropoda,Myriapoda,Chilopoda,Pleurostigmophora,NULL,Lithobiomorpha,NULL,NULL,NULL,Lithobiidae,indet.,indet.,indet.,Family
DEJU02120160817,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Alopecosa,Alopecosa aculeata,Species
DEJU02120160817,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneuroptera,Blattodea,NULL,NULL,Blattoidea,Ectobiidae,Blattellinae,Parcoblatta,Parcoblatta bolliana,Species
DEJU02120160817,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Myrmicinae,Novomessor,Novomessor albisetosa,Species
DEJU02120160831,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Alopecosa,Alopecosa aculeata,Species
DEJU02120160831,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Isotomoidea,Isotomidae,indet.,indet.,indet.,Family
DELA00620160426,Mollusca,NULL,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,NULL,NULL,Limacoidea,Limacidae,NULL,Deroceras,Deroceras laeve,Species
DELA00620160426,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Entomobryoidea,Entomobryidae,Lepidocyrtinae,Lepidocyrtus,Lepidocyrtus paradoxus,Species
DELA00620160705,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Velarifictorus,Velarifictorus hemelytrus,Species
DELA00620160705,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Anyphaenidae,NULL,Anyphaena,indet.,Genus
DELA00620160705,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Tettigoniidea,Stenopelmatoidea,Rhaphidophoridae,Ceuthophilinae,Ceuthophilus,Ceuthophilus guttulosus,Species
DELA01420160426,Mollusca,NULL,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,NULL,NULL,Limacoidea,Limacidae,NULL,Deroceras,Deroceras laeve,Species
DELA01420160705,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Velarifictorus,Velarifictorus hemelytrus,Species
DELA01420160705,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Gladicosa,Gladicosa bellamyi,Species
DELA01420160705,Arthropoda,Hexapoda,Insecta,Dicondylia,NULL,Coleoptera,Polyphaga,Cucujiformia,Cucujoidea,Nitidulidae,Nitidulinae,Stelidota,Stelidota geminata,Species
DELA01420160913,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Velarifictorus,Velarifictorus hemelytrus,Species
DELA01420160913,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Gladicosa,Gladicosa bellamyi,Species
GUAN00820160502,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Gryllus,indet.,Genus
GUAN00820161003,Mollusca,NULL,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,NULL,NULL,Limacoidea,Limacidae,NULL,Deroceras,Deroceras laeve,Species
HEAL01020160907,Mollusca,NULL,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,NULL,NULL,Limacoidea,Limacidae,NULL,Deroceras,Deroceras laeve,Species
HEAL01020160907,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Tomoceroidea,Tomoceridae,indet.,indet.,indet.,Family
HEAL01020160907,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Alopecosa,Alopecosa aculeata,Species
HEAL01020160907,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Thomisidae,NULL,Ozyptila,Ozyptila sincera,Species
HEAL02620160615,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Alopecosa,Alopecosa aculeata,Species
HEAL02620160615,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Thomisidae,NULL,Ozyptila,Ozyptila sincera,Species
HEAL02620160615,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Pardosa,Pardosa hyperborea,Species
HEAL02620160615,Arthropoda,Myriapoda,Chilopoda,Pleurostigmophora,NULL,Lithobiomorpha,NULL,NULL,NULL,Lithobiidae,indet.,indet.,indet.,Family
HEAL02620160615,Mollusca,NULL,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,NULL,NULL,Limacoidea,Limacidae,NULL,Deroceras,Deroceras laeve,Species
HEAL02620160615,Arthropoda,Myriapoda,Diplopoda,Helminthomorpha,NULL,Julida,NULL,NULL,Paeromopodoidea,Julidae,indet.,indet.,indet.,Family
HEAL02620160615,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Velarifictorus,Velarifictorus hemelytrus,Species
HEAL02620160615,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Gnaphosidae,NULL,Gnaphosa,Gnaphosa microps,Species
HEAL02620160615,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Tettigoniidea,Stenopelmatoidea,Rhaphidophoridae,Ceuthophilinae,Ceuthophilus,Ceuthophilus guttulosus,Species
HEAL02620160615,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Entomobryoidea,Entomobryidae,Lepidocyrtinae,Lepidocyrtus,Lepidocyrtus paradoxus,Species
HEAL02620160615,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Myrmicinae,Novomessor,Novomessor albisetosa,Species
HEAL02620160615,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Brachycera,Muscomorpha,Muscoidea,Fanniidae,NULL,Fannia,indet.,Genus
HEAL02620160615,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Myrmicinae,Pogonomyrmex,indet.,Genus
HEAL02620160615,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Cecidomyiidae,indet.,indet.,indet.,Family
HEAL02620160615,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneuroptera,Blattodea,NULL,NULL,Blattoidea,indet.,indet.,indet.,indet.,Superfamily
HEAL02620160727,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Tomoceroidea,Tomoceridae,indet.,indet.,indet.,Family
HEAL02620160727,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Alopecosa,Alopecosa aculeata,Species
HEAL02620160727,Arthropoda,Myriapoda,Chilopoda,Pleurostigmophora,NULL,Lithobiomorpha,NULL,NULL,NULL,Lithobiidae,indet.,indet.,indet.,Family
HEAL02620160727,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Thomisidae,NULL,Ozyptila,Ozyptila sincera,Species
HEAL02620160727,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Pardosa,Pardosa hyperborea,Species
HEAL02620160907,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Alopecosa,Alopecosa aculeata,Species
HEAL02620160907,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Thomisidae,NULL,Ozyptila,Ozyptila sincera,Species
HEAL02620160907,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Tomoceroidea,Tomoceridae,indet.,indet.,indet.,Family
HEAL02620160907,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Isotomoidea,Isotomidae,indet.,indet.,indet.,Family
HEAL02620160907,Mollusca,NULL,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,NULL,NULL,Limacoidea,Limacidae,NULL,Deroceras,Deroceras laeve,Species
HEAL02620160907,Arthropoda,Myriapoda,Chilopoda,Pleurostigmophora,NULL,Lithobiomorpha,NULL,NULL,NULL,Lithobiidae,indet.,indet.,indet.,Family
HEAL02620160907,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Pardosa,Pardosa hyperborea,Species
HEAL02620160907,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Formicinae,Formica,Formica neorufibarbis,Species
JORN00220160419,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Lepidoptera,Glossata,Neolepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Filatima,indet.,Genus
JORN00220160419,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Myrmicinae,Vollenhovia,Vollenhovia emeryi,Species
JORN00220160419,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Brachycera,Muscomorpha,NULL,Sarcophagidae,Miltogramminae,Eumacronychia,indet.,Genus
JORN00220160419,Mollusca,NULL,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,NULL,NULL,Limacoidea,Limacidae,NULL,Deroceras,Deroceras laeve,Species
JORN00220160712,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Myrmicinae,Vollenhovia,Vollenhovia emeryi,Species
JORN00220160712,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Myrmicinae,Pogonomyrmex,indet.,Genus
JORN00220160712,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Brachycera,Muscomorpha,NULL,Sarcophagidae,Miltogramminae,Eumacronychia,indet.,Genus
JORN00220160712,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Culex,Culex salinarius,Species
JORN00220160712,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Velarifictorus,Velarifictorus hemelytrus,Species
JORN00220160712,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Tettigoniidea,Stenopelmatoidea,Rhaphidophoridae,Ceuthophilinae,Ceuthophilus,Ceuthophilus guttulosus,Species
JORN00220160712,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Cecidomyiidae,indet.,indet.,indet.,Family
JORN00220160712,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Gryllus,indet.,Genus
KONZ00720160906,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Schizocosa,Schizocosa crassipalpata,Species
KONZ00720160906,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Pardosa,Pardosa moesta,Species
KONZ02520160405,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Brachycera,Muscomorpha,Muscoidea,Fanniidae,NULL,Fannia,indet.,Genus
KONZ02520160614,Mollusca,NULL,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,NULL,NULL,Limacoidea,Limacidae,NULL,Deroceras,Deroceras laeve,Species
KONZ02520160614,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Myrmicinae,Pheidole,indet.,Genus
KONZ02520160906,Mollusca,NULL,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,NULL,NULL,Limacoidea,Limacidae,NULL,Deroceras,Deroceras laeve,Species
KONZ02520160906,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Tettigoniidea,Stenopelmatoidea,Rhaphidophoridae,Ceuthophilinae,Ceuthophilus,Ceuthophilus guttulosus,Species
LAJA01520160712,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Pardosa,Pardosa morosa,Species
LAJA01520160712,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Ponerinae,Odontomachus,Odontomachus insularis,Species
LAJA01520160712,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Alopecosa,Alopecosa aculeata,Species
LAJA01520160712,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Pardosa,Pardosa hyperborea,Species
LAJA01520160712,Arthropoda,Hexapoda,Insecta,Pterygota,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Lygaeoidea,Rhyparochromidae,Rhyparochrominae,Ligyrocoris,Ligyrocoris sylvestris,Species
LAJA01520161004,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Alopecosa,Alopecosa aculeata,Species
LAJA01520161004,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Thomisidae,NULL,Ozyptila,Ozyptila sincera,Species
LAJA01520161004,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Pardosa,Pardosa morosa,Species
LAJA01520161004,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Gryllus,indet.,Genus
LENO00220160601,Mollusca,NULL,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,NULL,NULL,Limacoidea,Limacidae,NULL,Deroceras,Deroceras laeve,Species
LENO00220160601,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Entomobryoidea,Entomobryidae,Lepidocyrtinae,Lepidocyrtus,Lepidocyrtus paradoxus,Species
LENO00320160601,Mollusca,NULL,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,NULL,NULL,Limacoidea,Limacidae,NULL,Deroceras,Deroceras laeve,Species
LENO00320161005,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Tettigoniidea,Stenopelmatoidea,Rhaphidophoridae,Ceuthophilinae,Ceuthophilus,Ceuthophilus guttulosus,Species
LENO00320161005,Arthropoda,Myriapoda,Chilopoda,Pleurostigmophora,NULL,Lithobiomorpha,NULL,NULL,NULL,Lithobiidae,indet.,indet.,indet.,Family
